infected_person_id,infector_id,location_id,variant,timestep,mask,vaccine,capacity,lockdown,selfiso
21,24,9,Omicron,1320,0.33681,0.25539,0.03969,0.99176,0.60603
22,24,9,Omicron,1320,0.33681,0.25539,0.03969,0.99176,0.60603
23,24,9,Omicron,1320,0.33681,0.25539,0.03969,0.99176,0.60603
25,24,9,Omicron,1320,0.33681,0.25539,0.03969,0.99176,0.60603
42,43,14,Delta,1380,0.33681,0.25539,0.03969,0.99176,0.60603
44,43,14,Delta,1020,0.33681,0.25539,0.03969,0.99176,0.60603
45,43,14,Delta,1140,0.33681,0.25539,0.03969,0.99176,0.60603
30,43,14,Delta,180,0.33681,0.25539,0.03969,0.99176,0.60603
36,24,12,Omicron,1440,0.33681,0.25539,0.03969,0.99176,0.60603
38,24,12,Omicron,1440,0.33681,0.25539,0.03969,0.99176,0.60603
39,24,12,Omicron,1440,0.33681,0.25539,0.03969,0.99176,0.60603
18,24,9,Omicron,720,0.33681,0.25539,0.03969,0.99176,0.60603
59,43,20,Delta,840,0.33681,0.25539,0.03969,0.99176,0.60603
60,43,20,Delta,840,0.33681,0.25539,0.03969,0.99176,0.60603
61,43,20,Delta,840,0.33681,0.25539,0.03969,0.99176,0.60603
63,43,20,Delta,720,0.33681,0.25539,0.03969,0.99176,0.60603
64,43,20,Delta,840,0.33681,0.25539,0.03969,0.99176,0.60603
62,43,20,Delta,840,0.33681,0.25539,0.03969,0.99176,0.60603
19,24,9,Omicron,960,0.33681,0.25539,0.03969,0.99176,0.60603
37,24,12,Omicron,1440,0.33681,0.25539,0.03969,0.99176,0.60603
26,24,12,Omicron,1440,0.33681,0.25539,0.03969,0.99176,0.60603
