infected_person_id,infector_id,location_id,variant,timestep,mask,vaccine,capacity,lockdown,selfiso
11,10,4,Delta,1260,0.70174,0.06274,0.85179,0.72509,0.18763
12,13,5,Omicron,1020,0.70174,0.06274,0.85179,0.72509,0.18763
46,13,12,Omicron,60,0.70174,0.06274,0.85179,0.72509,0.18763
116,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
27,10,13,Delta,120,0.70174,0.06274,0.85179,0.72509,0.18763
47,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
68,13,2,Omicron,540,0.70174,0.06274,0.85179,0.72509,0.18763
86,13,12,Omicron,120,0.70174,0.06274,0.85179,0.72509,0.18763
88,10,13,Delta,120,0.70174,0.06274,0.85179,0.72509,0.18763
93,10,13,Delta,120,0.70174,0.06274,0.85179,0.72509,0.18763
140,10,13,Delta,120,0.70174,0.06274,0.85179,0.72509,0.18763
144,13,2,Omicron,840,0.70174,0.06274,0.85179,0.72509,0.18763
146,13,12,Omicron,120,0.70174,0.06274,0.85179,0.72509,0.18763
174,10,13,Delta,120,0.70174,0.06274,0.85179,0.72509,0.18763
3,10,13,Delta,180,0.70174,0.06274,0.85179,0.72509,0.18763
50,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
51,10,13,Delta,180,0.70174,0.06274,0.85179,0.72509,0.18763
60,13,10,Omicron,1200,0.70174,0.06274,0.85179,0.72509,0.18763
127,10,16,Delta,960,0.70174,0.06274,0.85179,0.72509,0.18763
16,10,13,Delta,240,0.70174,0.06274,0.85179,0.72509,0.18763
39,13,2,Omicron,840,0.70174,0.06274,0.85179,0.72509,0.18763
89,10,13,Delta,240,0.70174,0.06274,0.85179,0.72509,0.18763
110,10,13,Delta,240,0.70174,0.06274,0.85179,0.72509,0.18763
156,10,13,Delta,240,0.70174,0.06274,0.85179,0.72509,0.18763
8,13,5,Omicron,300,0.70174,0.06274,0.85179,0.72509,0.18763
77,10,11,Delta,480,0.70174,0.06274,0.85179,0.72509,0.18763
107,10,11,Delta,480,0.70174,0.06274,0.85179,0.72509,0.18763
166,13,10,Omicron,1200,0.70174,0.06274,0.85179,0.72509,0.18763
2,13,2,Omicron,540,0.70174,0.06274,0.85179,0.72509,0.18763
40,13,37,Omicron,1380,0.70174,0.06274,0.85179,0.72509,0.18763
48,10,11,Delta,540,0.70174,0.06274,0.85179,0.72509,0.18763
58,13,2,Omicron,540,0.70174,0.06274,0.85179,0.72509,0.18763
66,13,2,Omicron,540,0.70174,0.06274,0.85179,0.72509,0.18763
96,13,2,Omicron,540,0.70174,0.06274,0.85179,0.72509,0.18763
118,13,2,Omicron,540,0.70174,0.06274,0.85179,0.72509,0.18763
121,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
151,13,2,Omicron,540,0.70174,0.06274,0.85179,0.72509,0.18763
171,10,11,Delta,540,0.70174,0.06274,0.85179,0.72509,0.18763
26,10,11,Delta,600,0.70174,0.06274,0.85179,0.72509,0.18763
105,13,2,Omicron,600,0.70174,0.06274,0.85179,0.72509,0.18763
129,10,11,Delta,600,0.70174,0.06274,0.85179,0.72509,0.18763
136,13,2,Omicron,600,0.70174,0.06274,0.85179,0.72509,0.18763
45,13,2,Omicron,660,0.70174,0.06274,0.85179,0.72509,0.18763
78,13,2,Omicron,660,0.70174,0.06274,0.85179,0.72509,0.18763
14,10,6,Delta,1320,0.70174,0.06274,0.85179,0.72509,0.18763
15,10,6,Delta,720,0.70174,0.06274,0.85179,0.72509,0.18763
52,13,2,Omicron,720,0.70174,0.06274,0.85179,0.72509,0.18763
75,10,16,Delta,1020,0.70174,0.06274,0.85179,0.72509,0.18763
59,13,2,Omicron,780,0.70174,0.06274,0.85179,0.72509,0.18763
101,13,2,Omicron,780,0.70174,0.06274,0.85179,0.72509,0.18763
7,10,4,Delta,840,0.70174,0.06274,0.85179,0.72509,0.18763
132,13,2,Omicron,840,0.70174,0.06274,0.85179,0.72509,0.18763
71,10,16,Delta,900,0.70174,0.06274,0.85179,0.72509,0.18763
83,10,16,Delta,900,0.70174,0.06274,0.85179,0.72509,0.18763
133,13,2,Omicron,900,0.70174,0.06274,0.85179,0.72509,0.18763
135,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
17,13,7,Omicron,960,0.70174,0.06274,0.85179,0.72509,0.18763
1,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
4,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
31,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
61,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
80,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
82,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
117,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
123,13,37,Omicron,1380,0.70174,0.06274,0.85179,0.72509,0.18763
124,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
134,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
153,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
165,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
169,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
176,13,10,Omicron,1080,0.70174,0.06274,0.85179,0.72509,0.18763
6,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
18,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
35,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
44,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
53,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
56,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
65,13,10,Omicron,1140,0.70174,0.06274,0.85179,0.72509,0.18763
79,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
87,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
90,13,10,Omicron,1140,0.70174,0.06274,0.85179,0.72509,0.18763
108,13,10,Omicron,1140,0.70174,0.06274,0.85179,0.72509,0.18763
131,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
142,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
168,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
172,10,13,Delta,1140,0.70174,0.06274,0.85179,0.72509,0.18763
91,13,10,Omicron,1200,0.70174,0.06274,0.85179,0.72509,0.18763
149,13,10,Omicron,1200,0.70174,0.06274,0.85179,0.72509,0.18763
99,13,10,Omicron,1260,0.70174,0.06274,0.85179,0.72509,0.18763
100,13,10,Omicron,1260,0.70174,0.06274,0.85179,0.72509,0.18763
94,13,31,Omicron,1320,0.70174,0.06274,0.85179,0.72509,0.18763
