infected_person_id,infector_id,location_id,variant,timestep,mask,vaccine,capacity,lockdown,selfiso
20,27,12,Omicron,1380,0.63249,0.50947,0.65722,0.29868,0.93465
26,27,12,Omicron,1380,0.63249,0.50947,0.65722,0.29868,0.93465
28,27,10,Omicron,360,0.63249,0.50947,0.65722,0.29868,0.93465
10,56,13,Delta,1140,0.63249,0.50947,0.65722,0.29868,0.93465
15,25,16,Delta,1440,0.63249,0.50947,0.65722,0.29868,0.93465
16,25,10,Delta,1320,0.63249,0.50947,0.65722,0.29868,0.93465
42,25,16,Delta,1440,0.63249,0.50947,0.65722,0.29868,0.93465
47,79,14,Delta,1440,0.63249,0.50947,0.65722,0.29868,0.93465
50,56,13,Delta,1020,0.63249,0.50947,0.65722,0.29868,0.93465
51,19,13,Delta,1260,0.63249,0.50947,0.65722,0.29868,0.93465
65,60,10,Delta,1200,0.63249,0.50947,0.65722,0.29868,0.93465
87,60,28,Delta,1380,0.63249,0.50947,0.65722,0.29868,0.93465
115,19,21,Delta,360,0.63249,0.50947,0.65722,0.29868,0.93465
127,56,13,Delta,1140,0.63249,0.50947,0.65722,0.29868,0.93465
128,19,2,Delta,1080,0.63249,0.50947,0.65722,0.29868,0.93465
147,27,12,Omicron,1380,0.63249,0.50947,0.65722,0.29868,0.93465
170,27,13,Omicron,60,0.63249,0.50947,0.65722,0.29868,0.93465
3,56,13,Delta,720,0.63249,0.50947,0.65722,0.29868,0.93465
23,56,13,Delta,1020,0.63249,0.50947,0.65722,0.29868,0.93465
71,25,16,Delta,1440,0.63249,0.50947,0.65722,0.29868,0.93465
80,27,13,Omicron,120,0.63249,0.50947,0.65722,0.29868,0.93465
88,60,28,Delta,1380,0.63249,0.50947,0.65722,0.29868,0.93465
89,56,3,Delta,660,0.63249,0.50947,0.65722,0.29868,0.93465
93,25,32,Delta,1260,0.63249,0.50947,0.65722,0.29868,0.93465
101,19,13,Delta,1320,0.63249,0.50947,0.65722,0.29868,0.93465
110,27,2,Omicron,1080,0.63249,0.50947,0.65722,0.29868,0.93465
142,27,34,Omicron,1260,0.63249,0.50947,0.65722,0.29868,0.93465
144,19,13,Delta,1440,0.63249,0.50947,0.65722,0.29868,0.93465
151,25,10,Delta,1320,0.63249,0.50947,0.65722,0.29868,0.93465
156,56,13,Delta,1080,0.63249,0.50947,0.65722,0.29868,0.93465
174,60,10,Delta,1200,0.63249,0.50947,0.65722,0.29868,0.93465
25,19,30,Delta,1020,0.63249,0.50947,0.65722,0.29868,0.93465
56,19,14,Delta,240,0.63249,0.50947,0.65722,0.29868,0.93465
