infected_person_id,infector_id,location_id,variant,timestep,mask,vaccine,capacity,lockdown,selfiso
5,4,2,Delta,360,0.78415,0.1944,0.56493,0.97739,0.23656
10,11,4,Omicron,1260,0.78415,0.1944,0.56493,0.97739,0.23656
2,4,2,Delta,60,0.78415,0.1944,0.56493,0.97739,0.23656
14,11,6,Omicron,1140,0.78415,0.1944,0.56493,0.97739,0.23656
15,11,6,Omicron,1200,0.78415,0.1944,0.56493,0.97739,0.23656
6,4,3,Delta,300,0.78415,0.1944,0.56493,0.97739,0.23656
7,11,4,Omicron,960,0.78415,0.1944,0.56493,0.97739,0.23656
9,4,3,Delta,300,0.78415,0.1944,0.56493,0.97739,0.23656
3,4,2,Delta,1380,0.78415,0.1944,0.56493,0.97739,0.23656
88,11,16,Omicron,1320,0.78415,0.1944,0.56493,0.97739,0.23656
53,11,16,Omicron,1440,0.78415,0.1944,0.56493,0.97739,0.23656
